id,user_screen_name,user_created_at,user_followers,user_friends,date
1420976730399929900,rpedotti,3/03/2015 17:14,1021,4974,30/07/2021 5:17
1420976922100729900,NhlanhlaKubeka,7/04/2009 14:45,1724,1543,30/07/2021 5:17
1420977000534049800,LuzanoB,24/09/2013 4:49,17759,14962,30/07/2021 5:18
1420977007882649900,brains4med,23/03/2011 14:49,3881,3730,30/07/2021 5:18
1420977273058969900,b00bs42069,2/05/2020 23:19,1195,1614,30/07/2021 5:19
1420977301185990100,bruce_arthur,29/10/2009 5:42,151851,2602,30/07/2021 5:19
1420977314649630200,Mermaids4Kamala,22/09/2018 1:00,1458,1419,30/07/2021 5:19
1420977320362310100,haominity,?,27/07/2020 9:50,3276,3043
1420977590664409900,donalcronin,9/05/2008 13:51,2942,3870,30/07/2021 5:20
1420977751515809800,mapletreemadne1,?aEUR?as?i,?/Lesbian (closeted irl) | Furry | Aspergers/ADHD | Taken | Safe space for LGBTQIA+- furries- mental health conditions- etc. | NSFW: @zealouxnsfw,8/05/2021 19:21,274
1420977767328390100,KREM2,6/08/2008 22:20,66103,1981,30/07/2021 5:21
1420977911125790200,vinayakkm,9/11/2010 5:36,4043,1063,30/07/2021 5:21
1420978939296569900,drvolts,4/03/2009 5:14,169056,3253,30/07/2021 5:25
1420979073979870200,boomlive_in,16/03/2014 3:52,74095,1163,30/07/2021 5:26
1420979159065529900,thejcid_,d?--2d?~?d?--2d?--?. d?--od?--(R)d?-->>d?--+-d?~,d?-->>d?--' d?--?d?--(R)d?~EURd?--2d?--+-.,12/04/2010 20:26,199
1420979401752249900,Mzwa_Mageba,28/06/2014 11:25,1471,5002,30/07/2021 5:27
1420979424888030200,NgwenyaSA5,1/05/2017 21:18,3189,5001,30/07/2021 5:27
1420979427442310100,AlisonCourses,27/09/2010 8:47,26067,2857,30/07/2021 5:27
1420979505238310100,geoffcmason,4/06/2008 1:18,21746,21732,30/07/2021 5:28
1420979518899110100,CCURTGO,22/03/2009 15:59,34057,50621,30/07/2021 5:28
1420979536326310100,WTAE,19/06/2008 12:46,142403,1443,30/07/2021 5:28
1420979581222329900,SimplyHowy,29/08/2011 7:04,1321,1243,30/07/2021 5:28
1420979909313310200,crestsofwaves,20/02/2009 2:30,1687,2397,30/07/2021 5:29
1420980139463110100,dokoham,7/09/2014 17:11,1075,1846,30/07/2021 5:30
1420980273492249900,DrDylanParry,11/07/2012 14:11,3164,1635,30/07/2021 5:31
1420980344837350100,ARandomARMY_7,A very random #BTSARMY account / Admins are Catnip dYOE? and Dumpling dYJPYY / We draw and make corny jokes / dY'oedY?< / dY?1dY??dY?+-dY??dY?JPYdY??dY?? / She & She,19/06/2020 21:09,2815,2810
1420980526106790100,Puffindor,26/01/2012 18:14,4035,1337,30/07/2021 5:32
1420980703378950100,HerSportDotIE,24/04/2018 23:19,7496,6963,30/07/2021 5:32
1420980875681049900,meh50187,5/11/2009 10:52,3655,3498,30/07/2021 5:33
1420980909956729900,Zynx42,?Craft BeerdY?>>- Nick Cave & The Bad Seeds! I Believe in the Great PumpkindYZfdY'>>dYZf #FriarFaithful,23/01/2009 7:12,1236,4505
1420981015535929900,13NewsNow,18/01/2008 20:42,139888,1977,30/07/2021 5:34
1420981190631329800,Beau_Denison,13/12/2010 12:44,2671,4017,30/07/2021 5:34
1420981190857670100,DrRimmer,26/06/2009 10:17,16890,18567,30/07/2021 5:34
1420981284537569800,insidethegames,19/11/2008 10:16,33710,5741,30/07/2021 5:35
1420981408592390100,SwimmingWorld,6/05/2008 23:20,96986,1699,30/07/2021 5:35
1420981572526689800,YonhapNews,16/04/2009 0:40,108041,1377,30/07/2021 5:36
1420981586342790100,FaraaahKhan,25/08/2016 11:31,12951,5419,30/07/2021 5:36
1420981592143449900,?a??i,0,Blogger/ Web Designer Developer/ Digital Marketer/ Growing to grow more,20/07/2013 6:38,53
1420981650008070100,lainie,2/04/2007 6:57,2453,2485,30/07/2021 5:36
1420981837409569800,murdochsj,24/06/2010 4:39,5467,5997,30/07/2021 5:37
1420981865389849900,indica,8/03/2008 7:45,16535,1052,30/07/2021 5:37
1420982002115769900,HiPeoplebiz,30/08/2014 11:13,1202,4280,30/07/2021 5:38
1420982210203550200,T_Harris3,2/04/2009 18:41,2348,1864,30/07/2021 5:38
1420982256852729900,paulaalorenaa,?aEUR?dYOE^ | wannabe peds heme-onc | views are my own,25/03/2009 22:45,3455,1343
1420982342538169900,i,0,NA,15/11/2009 12:05,16
1420982453129209900,andarsofian,27/07/2014 7:18,3174,3193,30/07/2021 5:39
1420982528106809900,JhusBLaze,5/02/2013 14:18,45202,27045,30/07/2021 5:40
1420983002692129800,getonwithsports,2/10/2013 10:57,11661,7189,30/07/2021 5:42
1420983126914849800,digitaljournal,16/06/2008 16:10,18596,8738,30/07/2021 5:42
1420983180694150100,stormberry,1,no thoughts just vibes / dYZ? by @Sash__kash,9/05/2007 7:45,1095
1420983254404889900,iwmbuzz,26/02/2017 5:27,11832,1436,30/07/2021 5:43
1420983276055969800,KnockOutKickOff,? .. https://t.co/cJ7Qy0yTqK- Email: KnockOutKickOff@gmail.com,4/08/2015 20:58,21924,24112
1420983360621529900,Olympics,30/06/2009 15:23,6359734,5020,30/07/2021 5:43
1420983402363289900,DylanKurosaki,9/05/2013 3:20,1559,4995,30/07/2021 5:43
1420983463633569800,nanotraveler,1/08/2008 20:04,35485,18612,30/07/2021 5:43
1420983464967430100,Bank1k,8/12/2015 12:57,1169,2217,30/07/2021 5:43
1420983616297889800,babyfaceug,31/08/2014 8:38,25447,19050,30/07/2021 5:44
1420983661592249900,ChueneChris,?aEUR?dYOE^ MC,16/09/2012 6:39,3895,983
1420983704357369900,JohnstonGarrett,23/10/2011 19:20,6941,7134,30/07/2021 5:44
1420983745671270100,?afGBP remaining matches- the 2016 Rio @Olympics badminton silver medallist will face top-seeded players- a familaEUR| https://t.co/0TcBqOVoA2,Official Twitter account for FOX Sports Asia! Head to https://t.co/yN6Ahh6u6A for the latest news from the sporting world.,3/06/2009 7:39,62894,295
1420983745742470100,NTKillerton,16/04/2010 9:29,6917,1856,30/07/2021 5:45
1420983965352030200,iArpitSpeaks,a?-- a?1aJPYEUR a?,a??aJPY?a?? a?1aJPY^aEURc Co-Founder @_PowerOfYouth aEURc aoe?i,? CollabwithArpit@gmail.com,11/07/2013 5:20
1420983974256569900,wadeNYC,26/09/2009 23:00,2659,3236,30/07/2021 5:45
1420984057974950100,den_jw,14/02/2012 21:42,1043,1033,30/07/2021 5:46
1420984149544889900,GlobalNewsJapan,?aEUR?dYOE^ATHEISTdY?|dY?oa~(R)dY?"dYszCOOLJAPANa~fi,?a(TM)?dY"!dYOE?NewsGeekdY"?dY"+-TechGeekdY-?dY??MotorsportdY'? MusicdY'?dYZ>80sdY'fa(TM)<ComedydYZ-dY?'dY?EURWinedY?.dY><<AviationdY'odY--oTraveldY".Photography Pro-Choiceas-Pro-Euthanasiaasoa~?i,? @GLOBALNEWSTH,7/12/2018 2:11
1420984260786329900,Tweet2Wales,11/06/2009 12:37,3083,1721,30/07/2021 5:47
1420984516819129900,louontour,a?? aEURc a"<,18/01/2014 1:21,4199,146
1420984647891169800,Athabzz,12/05/2012 21:17,24752,1063,30/07/2021 5:48
1420984976087009800,somberiii,5/02/2014 11:02,1373,1050,30/07/2021 5:49
1420984986375649800,MattBarbet,24/06/2010 14:47,18601,4425,30/07/2021 5:49
1420985125584710100,guardian_sport,11/06/2009 14:55,866381,1789,30/07/2021 5:50
1420985248347609900,etherealjkyu_,2/03/2013 2:50,2114,1340,30/07/2021 5:50
1420985322523870200,debayansen,17/06/2009 9:10,5846,2746,30/07/2021 5:51
1420985481114809900,Paulwiltshire,14/02/2009 17:12,4704,5161,30/07/2021 5:51
1420985513868129800,people,20/03/2009 22:30,7587769,1721,30/07/2021 5:52
1420985602992870100,HardeepAsrani,?. Atheist. he/his/they ~ Memento mori.,9/05/2010 11:05,2521,1116
1420987931230009900,SwimmingWorld,6/05/2008 23:20,96986,1699,30/07/2021 6:01
1420988031230689800,DoubleDogDerek,? | Vinyl collector | Retro gamer | Go @Spurs Go!,31/05/2012 17:28,1904,4027
1420988038855929900,TALK1370,11/03/2009 16:47,2575,2792,30/07/2021 6:02
1420988168694809900,Lyngvie1,?dogs,30/01/2017 23:13,14283,15475
1420988219131230200,TheTiserSport,9/09/2013 4:18,8532,1751,30/07/2021 6:02
1420988409959649800,LeedsunitedLee,8/01/2012 12:25,1516,2089,30/07/2021 6:03
1420988499482790100,icarusheslwt,a~?i,?dY?zaEUROE she/her aEUR?,13/08/2020 19:20,1340
1420988628784889900,Johan_Ras,1/05/2012 11:13,1846,1805,30/07/2021 6:04
1420988708585569800,BenDohertyCorro,10/06/2011 12:20,11035,4670,30/07/2021 6:04
1420988780534809900,usweekly,3/02/2009 23:07,2114944,1165,30/07/2021 6:05
1420988800579230200,? #Archery #Olympics,She/Her. Software TesterdY(TM)fCricket- Tennis & Music. Loves to WalkdYs?dY?>>aEUR?a(TM)EURi,? Coffeea??i,? Shinchana??i,? CSK dY'>
1420989041269510100,JnrFrey,?,15/04/2014 11:09,5155,1711
1420989115747769900,KatieOGrady4,23/01/2013 16:13,4958,5416,30/07/2021 6:06
1420989215324710100,Bogeremasembe,28/02/2017 10:31,1047,1107,30/07/2021 6:06
1420989220806689800,WEMUSTOKE,IaEUR(TM)m a Nobody not trying to be a Somebody. In my spare time I enjoy wasting time. Photography is my worlddY".,23/07/2011 4:27,2253,2801
1420989378524889900,dm_ynwa2, fb FT - JFT96 - don't mistake my kindness for weakness dY'' #LiveToRide,26/12/2019 6:49,2376,2285
1420989381976870100,Sportskeeda,17/08/2009 19:41,132580,1107,30/07/2021 6:07
1420989494313030100,DeathCursePod,22/07/2020 2:51,3888,2561,30/07/2021 6:07
1420989505553630200,archersaggi,15/10/2017 3:35,5103,1516,30/07/2021 6:07
1420989550839590100,onabmx,8/05/2020 15:46,1277,1789,30/07/2021 6:08
1420989578270310100,whoya,30/03/2009 3:54,2096,1841,30/07/2021 6:08
1420989650227769900,princepandey_,29/04/2015 18:17,1073,3694,30/07/2021 6:08
1420990119163550200,stussystacy,,2/05/2011 7:38,1763,1540
1420990274369569800,? #Olympics #Gymnastics #USA #Gold https://t.co/FOhD6JeY6b,Councilwoman & Mayor Pro Tem at the City of Sacramento- Partner at Ashby Consulting. Proud UCD Aggie & McGeorge Law alum- wife- believer & Mom of 3.,20/01/2012 20:30,8801,5788
1420990330917190100,SluckyAlex,29/08/2018 11:45,1079,4048,30/07/2021 6:11
1420990335921049900,nbcchicago,30/05/2008 19:27,462083,1458,30/07/2021 6:11
1420990347484830200,christianrt,21/03/2009 20:29,1170,1111,30/07/2021 6:11
1420990560769350100,chickrry,a EURa EURa EURa EURa EUR a EURa EURa EUR E--E?E< edvin : bisexual rights EZESE-- a EURa EURa EURa EURa EUR a EURa EURa EUR a EURa EURa EURa EURa EUR a EURa EURa EURa EURa EURa EUR dY? 1/4 a~?i,?,16/06/2020 12:09,4040
1420990573259910100,? dY??dY?|,...to the colour we painted your brothers wall @taysblink || fan account- not impersonating,19/05/2018 15:14,2919,2587
1420990635931270100,doyinwright1,28/12/2011 15:51,1540,1102,30/07/2021 6:12
1420990652582689800,wayne_atkinson,5/05/2009 13:07,3620,3927,30/07/2021 6:12
1420990717007110100,AfrikaSocialist,27/11/2013 18:54,1227,1323,30/07/2021 6:12
1420990832929209900,belinda_tbh,21/08/2014 1:25,1557,3356,30/07/2021 6:13
1420990841766630100,ilizhi,0,BCHi 1/4 ^Bitcoin Cashi 1/4 ? to the moon,20/12/2012 13:05,20
1420990942085990100,YonhapNews,16/04/2009 0:40,108041,1377,30/07/2021 6:13
1420991324803809800,nbcbayarea,4/02/2009 21:41,353229,1495,30/07/2021 6:15
1420991340272390100,gijn,7/04/2010 19:22,67512,5779,30/07/2021 6:15
1420991666899449900,k_a_k_e_y,my name is kk | dY?'dY??dYZ 3/4 dY?,dY?>>dY(C)?dY?fdY?>>aEUR?a(TM)EURi,?dY?Zi,?| i probably love your NHL team | dY?cNHLdY?(R)/SHL/Liiga/F1|aEURZwhy follow your dreams when you can follow my twitteraEUR?|
1420991820855750100,NBCNews,18/03/2008 23:19,8549359,1842,30/07/2021 6:17
1420991937528609800,Average_Joe_47,i,?dYs'aEUR?a(TM),i,?dY?faEUR?a(TM)
1420992151551449900,saoulidisg,25/09/2014 10:08,3313,4996,30/07/2021 6:18
1420992357969889800,ZiyaMadlakes,14/07/2020 14:26,2233,2267,30/07/2021 6:19
1420992442728390100,3ChildOfGod,18/12/2011 20:43,16905,16158,30/07/2021 6:19
1420992529068129800,ravbillan,dY? 1/2  #runner,26/10/2011 22:06,7454,5249
1420992583971449900,Mumujiang_Xi,0,c> 1/4 cu+-a,EURi 1/4 OEaeoe>a>zae-,
1420992700933830100,cric_virat,1,I'm a very pure Viratian because I don't troll Kane- Rohit and Dhoni dY(TM)+aEUR?a(TM),i,?
1420992740427449900,james_maker,18/07/2012 8:55,1683,3055,30/07/2021 6:20
1420992805669830100,morenorse,2/12/2010 7:29,3051,5002,30/07/2021 6:21
1420993067214110200,flagmanireland,1/10/2014 10:15,1443,3686,30/07/2021 6:22
1420993120058009900,vinay198204,i,?|dY?faEUR?a(TM),i,?|aoeS|dY'S| Likes and RTs are not endorsements
1420993260445729800,boxingjones,29/06/2009 4:19,2408,3653,30/07/2021 6:22
1420993352481350100,AlexShahim,?dY??a>3i,?,8/05/2009 5:43,994
1420993365680729900,winnita,5/07/2013 16:49,10863,7445,30/07/2021 6:23
1420995360424550100,YutaWatanabee,5/12/2019 13:53,1016,1266,30/07/2021 6:31
1420995396935969800,missingAll9,? here waiting until 2i,?afGBP0i,?afGBP2i,?afGBP5i
1420995643854790100,PabloBach,15/02/2009 18:56,13578,3459,30/07/2021 6:32
1420995681196569900,nbcsandiego,22/07/2008 19:34,245975,4212,30/07/2021 6:32
1420995859165049900,katehaberfield, @katehaberfield,23/10/2010 2:05,1815,888
1420995947320929800,reubensports,9/07/2009 10:54,10913,1700,30/07/2021 6:33
1420996144927329800,iamterron,24/06/2010 18:30,6741,6640,30/07/2021 6:34
1420996169073830100,,0,apoiando gays (hyunjin) e catboys (minho) diariamente,29/04/2021 12:50,155
1420996248690169900,PWT1PS,3/10/2014 20:32,1842,1228,30/07/2021 6:34
1420996335663289900,htbhsapnap,24/03/2018 18:33,3159,3649,30/07/2021 6:35
1420996346862049800,TALK1370,11/03/2009 16:47,2575,2792,30/07/2021 6:35
1420996490672089900,azamm_k,14/06/2017 22:47,8617,9424,30/07/2021 6:35
1420996556099129900,IJHSofficial,12/04/2015 14:11,2313,2257,30/07/2021 6:35
1420996698491449900,cutieseokjoong,25/09/2019 14:36,4970,2395,30/07/2021 6:36
1420996875155609900,waynegedge,26/06/2009 15:31,4376,4944,30/07/2021 6:37
1420997041463769900,flyingeagle2223,19/02/2009 23:21,2304,4559,30/07/2021 6:37
1420997052025209900,BowserMMA,14/03/2019 9:02,1079,1337,30/07/2021 6:37
1420997135441350100,AmandaSPQR,?dY?EURdYZ 3/4 dY?"dY?SaEUR?a(TM),i,?dY?<i,?aEUR?a(TM)
1420997135684830200,redwombat101,12/05/2012 11:04,1086,3018,30/07/2021 6:38
1420997234397689900,TheUNT6,13/08/2018 18:46,1339,2381,30/07/2021 6:38
1420997457303929900,robertbrack,10/02/2009 2:59,2624,3330,30/07/2021 6:39
1420997583233630200,DeHaTiGuY,21/01/2017 7:57,1302,1050,30/07/2021 6:39
1420997585658009900,akaFrack,19 | dY??dY?'dY?udY?. | new york sports guy / streamer | CFC,4/04/2016 5:24,1150,971
1420997737701689900,BethMKnight13,25/01/2010 23:06,1577,3478,30/07/2021 6:40
1420997785482969900,ilizhi,0,BCHi 1/4 ^Bitcoin Cashi 1/4 ? to the moon,20/12/2012 13:05,20
1420998025145630200,TheStarPhoenix,25/05/2009 21:01,65204,1512,30/07/2021 6:41
1420998031340710100,enews,29/03/2007 19:42,11692797,112004,30/07/2021 6:41
1420998210047329800,insidethegames,19/11/2008 10:16,33710,5741,30/07/2021 6:42
1420998355694489900,earlynews24,20/02/2021 11:58,1177,2140,30/07/2021 6:43
1420998382672350200,andrewcembling,29/04/2009 7:28,2223,2374,30/07/2021 6:43
1420998510497990100,RunBlogRun,18/07/2008 22:04,35092,6791,30/07/2021 6:43
1420998511789689900,Brookster81,17/08/2010 7:03,3827,3099,30/07/2021 6:43
1420998556589049900,,3,all edits in moments,16/12/2020 13:23,1134
1420998561139870200,skeptichacker,19/05/2007 11:26,1773,1138,30/07/2021 6:43
1420998779495449900,DnellStephen,20/11/2013 12:09,1399,1775,30/07/2021 6:44
1420998852405030100,clarencesdb,19/05/2011 6:28,6992,6060,30/07/2021 6:45
1420998938572710100,androtabere,?dY?.a??i,?,29/03/2012 15:41,291
1420998984546630100,_ChuBarker,29/11/2009 23:37,2009,2701,30/07/2021 6:45
1420998988719910100,africa_beth,?dY?faEUR?a(TM)EURi,?dYs'aEUR?a(TM)EURi,?dYa! in my spare time dY'<<,17/03/2011 22:21
1420999151882529800,msloobylou,31/01/2009 19:39,4051,1388,30/07/2021 6:46
1420999356874849800,,1,choreographed by HYUNJIN,11/04/2021 1:39,180
1420999357445409800,sxlang_,16/08/2009 20:13,13208,3639,30/07/2021 6:47
1420999529071929900,vingar,4/02/2009 13:18,2317,1023,30/07/2021 6:47
1420999636672670200,olivia_dialog,,a,<<aEUR?a,3af"af 1/4 af(C)a
1420999751592409900,,0,rant and talk about many things- dnf first.,27/09/2020 16:21,31
1420999910367929900,,0,I love SKZ,25/07/2021 19:12,303
1421000104773830100,KCBSRadio,12/09/2008 19:07,48800,4425,30/07/2021 6:50
1421000127464929800,,0,Sports. Finance. Technology.,24/02/2021 9:52,0
1421000413113990100,janiceTVnews,14/05/2014 18:43,1551,1508,30/07/2021 6:51
1421000466767430100,TonnyLegal,10/06/2011 10:38,18113,19917,30/07/2021 6:51
1421000613211550200,EdoTokaido,30/06/2017 12:00,3319,2887,30/07/2021 6:52
1421000755763449900,theflyingscot83,i,?| The views represented here are my own dY?!,22/02/2009 20:22,118
1421000973112070100,wolftickler2000,2/01/2011 1:50,2412,2136,30/07/2021 6:53
1421002815984390100,ShamikB15515296,10/08/2020 15:01,1049,5004,30/07/2021 7:00
1421002845843769900,arcadialux2,21/09/2010 3:45,6485,1399,30/07/2021 7:00
1421002854790310100,buzzdotie,21/01/2016 17:32,15975,1095,30/07/2021 7:00
1421003033488409900,RoryBurnside,3/08/2012 4:50,2453,5000,30/07/2021 7:01
1421003079575609900,iAmRadioAnt,20/03/2009 20:04,1360,1586,30/07/2021 7:01
1421003269980230100,frozenwarning,1/05/2010 21:58,1913,2070,30/07/2021 7:02
1421003511836409900,dsj_itv,7/06/2010 20:35,3565,4203,30/07/2021 7:03
1421003523941190100,Andym6769,17/12/2009 10:00,3708,5003,30/07/2021 7:03
1421003529641249800,Mr_John_Oxley,24/05/2011 22:01,1701,2679,30/07/2021 7:03
1421003567268249900,mkaswa,30/05/2010 5:53,1602,3980,30/07/2021 7:03
1421003571357689900,KatzAngie,8/07/2011 21:21,1795,2559,30/07/2021 7:03
1421003578257310200,jinwlove,6/08/2018 15:57,1526,1389,30/07/2021 7:03
1421003683186310100,LauraSugar1,? dY>? dY?',30/04/2011 13:20,2046,962
1421003691256070100,LauraF7x,?,21/09/2009 17:41,1453,700
1421003725800350200,IrlEmbCroatia,4/09/2014 17:18,3919,1913,30/07/2021 7:04
1421003772394969900,Katheri48033429,?dYo.i,?,2/09/2015 13:26,2616
1421003840371910100,a_upendran11,?s. Searching for something I cannot find.,7/01/2012 13:07,7047,924
1421003901201830100,parvesh_lathar,a? 3/4 a?? dY'?aoeOEi,?dY(TM)?,14/12/2020 16:16,12
1421003995397729800,RamsesNibblick,,c dry roasted peanuts. All thoughts and opinions recycled. IaEUR(TM)m a bit thick- so type slowly. (He/Hoo/Ha),23/12/2010 10:21,526
1421004010656569900,Homely_1_Kenobi,?dY(TM)...dY?>>aEUR?a(TM)EURi,?,11/11/2011 11:16,2696
1421004125773470200,SBNation,14/10/2008 20:17,308731,1040,30/07/2021 7:05
1421004167905209900,Calacus_PR,2/06/2011 12:35,1295,2360,30/07/2021 7:06
1421004230932889900,RusEmbSriLanka,D2D 3/4  D D 3/4 N?N?D,D1N?DoD 3/4 D1 D?DuD'DuNEURD?N+D,D, D2 D?NEURD
1421004258573529900,parasrishi,?,19/10/2009 9:05,1349,1732
1421004261656350200,LifeCanBeeFunny,24/04/2009 20:10,1189,1110,30/07/2021 7:06
1421004341666790100,VistaPanelsltd,5/06/2011 23:15,2801,2736,30/07/2021 7:06
1421004429931809800,AthanTashobya,11/08/2011 17:06,16405,2193,30/07/2021 7:07
1421004448181190100,pash22,4/04/2009 16:39,28461,31307,30/07/2021 7:07
1421004545568729900,CeolPR,?dY'-,9/04/2009 17:39,1253,2550
1421004579249030100,toffanin,12/12/2008 18:19,1525,2246,30/07/2021 7:07
1421004785805830100,420weedin,25/10/2015 9:55,11396,4107,30/07/2021 7:08
1421004880009889800,rhcm123,,31/05/2011 1:32,1556,1247
1421004887693849900,8020es,30/08/2018 21:49,6955,6267,30/07/2021 7:09
1421005025975929900,ZyiteGadgets,15/07/2013 21:45,2999,4808,30/07/2021 7:09
1421005106535750100,Mike71442212,19/07/2017 5:03,2212,3662,30/07/2021 7:09
1421005353303609900,weaselllover69,19/12/2018 20:52,2817,1266,30/07/2021 7:10
1421005768078329900,by_the_pool,25/01/2012 9:58,2211,1272,30/07/2021 7:12
1421005771312089900,by_the_pool,25/01/2012 9:58,2211,1272,30/07/2021 7:12
1421005778857689900,by_the_pool,25/01/2012 9:58,2211,1272,30/07/2021 7:12
1421005786021510100,by_the_pool,25/01/2012 9:58,2211,1272,30/07/2021 7:12
1421005790903769900,by_the_pool,25/01/2012 9:58,2211,1272,30/07/2021 7:12
1421006068474329900,theage,?,16/04/2009 23:28,903578,1222
1421006302935929900,NiteStar,31/01/2008 9:27,3672,2200,30/07/2021 7:14
1421006576903649800,melstarsg,11/08/2010 16:53,1539,2153,30/07/2021 7:15
1421006590015110100,gingerbd,? | Biomedical Engineer dY?- | Movies dYZJPY | Politics dY"^ | FitnessdY?fdY? 1/4 aEUR?a(TM),i,?|,25/09/2009 22:58
1421006593479649800,niemand1212,?THALASSOPHILEdY~?dYOES Rena&RafadYJPY?a??i,? dY??dY?|dY??dY?|dY??dY?|dY??dY?|dY??dY?|dY??dY?|dY??dY?|dY??dY?|dY??dY?|. 2 Cor 4- Psalm 119 &139- Gal 2:20 and Matt 28:16-20!!!,24/07/2015 18:04,396
1421006648596889900,lifelongstyles,25/11/2010 17:43,3356,1031,30/07/2021 7:16
1421006837743289900,michellegayle1,10/04/2011 17:31,11723,1162,30/07/2021 7:16
1421006941237689900,camlambert96,8/12/2011 21:05,1842,1129,30/07/2021 7:17
1421006964902009900,KETV,17/01/2009 3:03,159595,2972,30/07/2021 7:17
1421007163556710100,TinaFeyFansclub,28/06/2012 0:39,2519,2803,30/07/2021 7:18
1421007195420769800,SARugbyChick,23/10/2008 7:25,61856,42732,30/07/2021 7:18
1421007233832289800,ConnectGujarat,26/09/2015 8:13,3996,1817,30/07/2021 7:18
1421007235233190100,dY~,2,Husband- dad- permanently baffled.MUFC- Chester fc-LancsCCC- reading- music-G & T. Ex lefty- now centre righty. NO DMs please.,30/06/2011 16:57,14696
1421007283522310100,ShonaDuthie4,4/06/2009 21:05,2160,2214,30/07/2021 7:18
1421007303025689900,BeckysCanOpener,?dY??dY?|a??i,? s h e / h e r,11/11/2019 5:47,445
1421007313800929800,jinkyjazmcd,14/10/2016 12:21,1137,1313,30/07/2021 7:18
1421007432046750200,JoyceBruns,16/10/2012 23:54,2735,2396,30/07/2021 7:19
1421007467463449900,craigaw1969,28/11/2010 18:11,1846,2558,30/07/2021 7:19
1421007510866209800,RUTrainingToday,3/07/2009 13:23,5192,2226,30/07/2021 7:19
1421007655599009800,jwatton,8/01/2009 10:06,8078,1568,30/07/2021 7:20
1421007701585369900,IOL,17/01/2007 12:50,528488,11374,30/07/2021 7:20
1421007760376929800,MarinaSofia8,12/02/2012 16:13,6003,6185,30/07/2021 7:20
1421007973879590100,johnheagney,9/01/2009 19:23,1411,1833,30/07/2021 7:21
1421008075297889800,surgical00,22/01/2020 21:31,1449,1435,30/07/2021 7:21
1421008258270169900,alys_griff,1/05/2015 17:49,1304,3093,30/07/2021 7:22
1421008547240889900,TowerHamletsNow,5/03/2010 14:22,26404,1213,30/07/2021 7:23
1421008577838430200,HelenTweeter,12/05/2013 19:42,1039,1012,30/07/2021 7:23
1421008664572390100,jaq421,8/03/2009 16:52,2593,4999,30/07/2021 7:24
1421008673283910100,duncathan_salt,? 1322 in the streetsdYOEai,? aEURc dY"JPY 3213 in the sheets dY"JPY aEURc #8 sk ssbu aEURc i make games @studionevermore aEURc victim and survivor,4/01/2019 1:01,293
1421008704078489900,Kes_Cosplay,,Cosplayer- Propmaker & Geek Host dYZ?dY?^ Cat-Mom dY'(C)aEUR?dYZ"PhD in Linguistics Tweets in GER & EN Rage Tweets with 99% incl. at least 1 Typo IG: @kesvonpuch,11/02/2010 10:36,1079
1421010400766790100,Phatill,  iLoveTennisdYZ 3/4 . Chelsea FC.,21/08/2009 4:49,31630,4042
1421010618379750100,LuzanoB,24/09/2013 4:49,17759,14962,30/07/2021 7:31
1421010648763230200,azlynalishaa,-iooe | #azlynalishaa_fbs #azlynupdates #wwallyn_pcgo #whatazlyncollects,11/12/2018 6:36,1219,983
1421010731135270100,discoveryplusUK,15/05/2020 12:30,3875,1107,30/07/2021 7:32
1421010947490169900,Tachyon100,26/11/2009 20:51,22899,17841,30/07/2021 7:33
1421011251530969900,derjukee,veli lakes The wA,ndA<<rful telephA,ne system,4/03/2009 8:47
1421011529680390100,?dYs'dY? 1/4 aEUR?a(TM)EURi,2,Journalist- Daily Star & WomanaEUR(TM)s Own columnist- Jeremy Vine- TalkRADIO- GMB- This Morning. Edited national newspaper for 15 years (a female first) West Ham as',7/03/2018 9:25,15065
1421011692847129900,?afGBP in #Sailing - Men's Laser Race 9 at #Tokyo2020. With this brilliant perfoaEUR| https://t.co/ELqQazh6oF,Sportskeeda App is your home for personalized sports content - live scores- video highlights & in-depth articles about the teams and players you love.,17/08/2009 19:41,132580,1107
1421011701739129900,GymnasticsShow,16/11/2012 7:23,1721,1588,30/07/2021 7:36
1421011896338150100,frost_at,20/04/2009 7:07,1084,1080,30/07/2021 7:36
1421011982988230100,LowryTracker,? Course: Kasumigaseki Country Club. RD 2 Tee Time: 08:41am LT- 12:41am BST. FEC: 70. RTD: 25. OWGR: 40.,3/07/2020 14:52,4886,485
1421012070472889900,ChrisBrownfansy,19/05/2012 13:00,3985,4347,30/07/2021 7:37
1421012075015329800,_xK_Zx_,.af?afJPYdY'?aEUR>>MultiShipaEUR>>i 1/4 ci 1/4 !A.i 1/4 'i 1/4 !aEUR>>Manga/Manhwa/ManhuaaEUR>>dY??HQ!dY?SdY?>>Fr!aEUR>>a^EURa?GBPa1+-e^zdYOE,aEUR>>OWdYZ(R)aEUR>>ae--JPYaeoe!eaz/iooeeu- (i!?e,^)/English/BMaEUR>>RespondAfterwork/OffdaysaEUR>>,3/08/2013 3:56
1421012234516390100,SuPriyoBabul,?X-BankeraEURcX-Minister in Govt of IndiaaEURcMember of Parliament from AsansolaEURcPolitics to Work but not really a aEUR~PoliticianaEUR(TM) bya??i,?Love LIFE Cars Bikes Pets,6/03/2010 1:18,340614
1421012285649209900,BrookeBack13,6/04/2009 9:24,2111,1143,30/07/2021 7:38
1421012286156769800,___Former__exst,11/02/2020 22:03,4786,4977,30/07/2021 7:38
